GIJNENGKDEF	DPMJKBBPCGK	PEMMPOGOIMJ	CAMJKGBGJHI	PBHNLALJEEN	tips_id	KAKEHHDBIFK	GBJFFOHLGDB	CEOHKCJKDFA	FBJNLDJKELK	BMIMODEIOJA	CIOGLBDHKJM	LAOLGCHPOHE	NKECGPLKLFO	DEEOLHACJAJ	APGDLLPCHDI	AKKFJNNFNJL	PLGJILBLOIP	NJPGGDCELMI	MGKDJJDFJMK
[""]	""	""	2	FALSE	102104	2	"VO_Tips/VO_Nekomata/Tips_Nekomata_Positiveaspiration_01"	""	""	""	[]	""	1021	"Tips_102104"	TRUE	30	0	0	FALSE
[""]	""	""	2	FALSE	102105	2	"VO_Tips/VO_Nekomata/Tips_Nekomata_Positiveaspiration_02"	""	""	""	[]	""	1021	"Tips_102105"	TRUE	30	0	0	FALSE
[""]	""	""	2	FALSE	102106	2	"VO_Tips/VO_Nekomata/Tips_Nekomata_Positiveaspiration_03"	""	""	""	[]	""	1021	"Tips_102106"	TRUE	30	0	0	FALSE
[""]	""	""	2	FALSE	102107	2	"VO_Tips/VO_Nekomata/Tips_Nekomata_Negativeaspiration_01"	""	""	""	[]	""	1021	"Tips_102107"	TRUE	30	0	0	FALSE
[""]	""	""	2	FALSE	102108	2	"VO_Tips/VO_Nekomata/Tips_Nekomata_Negativeaspiration_02"	""	""	""	[]	""	1021	"Tips_102108"	TRUE	30	0	0	FALSE
[""]	""	""	2	FALSE	102109	2	"VO_Tips/VO_Nekomata/Tips_Nekomata_Negativeaspiration_03"	""	""	""	[]	""	1021	"Tips_102109"	TRUE	30	0	0	FALSE
[""]	""	""	2	FALSE	102110	2	"VO_Tips/VO_Nekomata/Tips_Nekomata_Sealspend"	""	""	""	[]	""	1021	"Tips_102110"	TRUE	30	0	0	FALSE
[""]	""	""	2	FALSE	102111	2	"VO_Tips/VO_Nekomata/Tips_Nekomata_Sealpressure"	""	""	""	[]	""	1021	"Tips_102111"	TRUE	30	0	0	FALSE
[""]	""	""	2	FALSE	102112	2	"VO_Tips/VO_Nekomata/Tips_Nekomata_Sealchoose_01"	""	""	""	[]	""	1021	"Tips_102112"	TRUE	60	0	0	FALSE
[""]	""	""	2	FALSE	102113	2	"VO_Tips/VO_Nekomata/Tips_Nekomata_Entercattle"	""	""	""	[]	""	1021	"Tips_102113"	TRUE	10	0	0	FALSE
[""]	""	""	2	FALSE	102114	2	"VO_Tips/VO_Nekomata/Tips_Nekomata_Enterbadcattle"	""	""	""	[]	""	1021	"Tips_102114"	TRUE	10	0	0	FALSE
[""]	""	""	2	FALSE	102115	2	"VO_Tips/VO_Nekomata/Tips_Nekomata_Exitcattle"	""	""	""	[]	""	1021	"Tips_102115"	TRUE	10	0	0	FALSE
[""]	""	""	2	FALSE	102116	2	"VO_Tips/VO_Nekomata/Tips_Nekomata_Support"	""	""	""	[]	""	1021	"Tips_102116"	TRUE	10	0	0	FALSE
[""]	""	""	2	FALSE	102117	2	"VO_Tips/VO_Nekomata/Tips_Nekomata_Getgear_01"	""	""	""	[]	""	1021	"Tips_102117"	TRUE	60	0	0	FALSE
[""]	""	""	2	FALSE	102118	2	"VO_Tips/VO_Nekomata/Tips_Nekomata_Getcoin"	""	""	""	[]	""	1021	"Tips_102118"	TRUE	60	0	0	FALSE
[""]	""	""	2	FALSE	102119	2	"VO_Tips/VO_Nekomata/Tips_Nekomata_Removecurse"	""	""	""	[]	""	1021	"Tips_102119"	TRUE	10	0	0	FALSE
[""]	""	""	2	FALSE	102120	2	"VO_Tips/VO_Nekomata/Tips_Nekomata_Ejection"	""	""	""	[]	""	1021	"Tips_102120"	TRUE	10	0	0	FALSE
[""]	""	""	2	FALSE	102121	2	"VO_Tips/VO_Nekomata/Tips_Nekomata_Rescue"	""	""	""	[]	""	1021	"Tips_102121"	TRUE	10	0	0	FALSE
[""]	""	""	2	FALSE	102122	2	"VO_Tips/VO_Nekomata/Tips_Nekomata_Caughtbomb"	""	""	""	[]	""	1021	"Tips_102122"	TRUE	10	0	0	FALSE
[""]	""	""	2	FALSE	102123	2	"VO_Tips/VO_Nekomata/Tips_Nekomata_Unlockmap"	""	""	""	[]	""	1021	"Tips_102123"	TRUE	10	0	0	FALSE
[""]	""	""	2	FALSE	102124	2	"VO_Tips/VO_Nekomata/Tips_Nekomata_Getresources"	""	""	""	[]	""	1021	"Tips_102124"	TRUE	10	0	0	FALSE
[""]	""	""	2	FALSE	102125	2	"VO_Tips/VO_Nekomata/Tips_Nekomata_Impassable"	""	""	""	[]	""	1021	"Tips_102125"	TRUE	10	0	0	FALSE
[""]	""	""	2	FALSE	102126	2	"VO_Tips/VO_Nekomata/Tips_Nekomata_Payment"	""	""	""	[]	""	1021	"Tips_102126"	TRUE	10	0	0	FALSE
[""]	""	""	2	FALSE	102127	2	"VO_Tips/VO_Nekomata/Tips_Nekomata_Positive"	""	""	""	[]	""	1021	"Tips_102127"	TRUE	10	0	0	FALSE
[""]	""	""	2	FALSE	102128	2	"VO_Tips/VO_Nekomata/Tips_Nekomata_Negative"	""	""	""	[]	""	1021	"Tips_102128"	TRUE	10	0	0	FALSE
[""]	""	""	2	FALSE	102901	2	"VO_Chessboard/VO_Fairy/Chessboard_Companion_Longinus1_Fairy_21"	""	""	""	[]	""	100	"Tips_102901"	TRUE	0	0	0	FALSE
[""]	""	""	2	FALSE	102902	2	""	""	""	""	[]	""	100	"Tips_102902"	TRUE	0	0	0	FALSE
[""]	""	""	2	FALSE	102903	2	""	""	""	""	[]	""	100	"Tips_102903"	TRUE	0	0	0	FALSE
[""]	""	""	2	FALSE	102904	2	""	""	""	""	[]	""	100	"Tips_102904"	TRUE	0	0	0	FALSE
[""]	""	""	2	FALSE	103001	2	"VO_Chessboard/VO_Fairy/Chessboard_Companion_Longinus1_Fairy_21"	""	""	""	[]	""	100	"Tips_103001"	TRUE	0	0	0	FALSE
[""]	""	""	2	FALSE	103002	2	""	""	""	""	[]	""	100	"Tips_103002"	TRUE	0	0	0	FALSE
[""]	""	""	2	FALSE	103003	2	""	""	""	""	[]	""	100	"Tips_103003"	TRUE	0	0	0	FALSE
[""]	""	""	2	FALSE	103004	2	""	""	""	""	[]	""	100	"Tips_103004"	TRUE	0	0	0	FALSE
